Time	TH	ErrTH	H	Prob[p21--Senescence--AKT]	ErrProb[p21--Senescence--AKT]	Prob[Senescence]	ErrProb[Senescence]	Prob[p21--Senescence]	ErrProb[p21--Senescence]	Prob[p21--mTORC1_S6K1--Senescence]	ErrProb[p21--mTORC1_S6K1--Senescence]	Prob[mTORC1_S6K1--Senescence--AKT]	ErrProb[mTORC1_S6K1--Senescence--AKT]	Prob[mTORC1_S6K1--AKT]	ErrProb[mTORC1_S6K1--AKT]	Prob[p21]	ErrProb[p21]	Prob[<nil>]	ErrProb[<nil>]	Prob[p21--mTORC1_S6K1]	ErrProb[p21--mTORC1_S6K1]	Prob[Senescence--AKT]	ErrProb[Senescence--AKT]	Prob[mTORC1_S6K1--Senescence]	ErrProb[mTORC1_S6K1--Senescence]	Prob[p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[p21--mTORC1_S6K1--Senescence--AKT]	Prob[AKT]	ErrProb[AKT]	Prob[p21--AKT]	ErrProb[p21--AKT]	Prob[mTORC1_S6K1]	ErrProb[mTORC1_S6K1]	Prob[p21--mTORC1_S6K1--AKT]	ErrProb[p21--mTORC1_S6K1--AKT]	
215.5000	0.0225	0.0020	1.9084	0	0	0.000186	0.000186	0.013549	0.001602	0.352301	0.006748	0	0	0.427000	0.006996	0.142684	0.004932	0.019491	0.001938	0.017543	0.001807	0.000200	0.000200	0.002014	0.000616	0	0	0	0	0	0	0.025032	0.002182	0	0	
215.6000	0.0223	0.0020	1.9006	0	0	0.000200	0.000200	0.012798	0.001555	0.353446	0.006755	0	0	0.427000	0.006996	0.143383	0.004935	0.019580	0.001939	0.017322	0.001796	0.000200	0.000200	0.001740	0.000582	0	0	0	0	0	0	0.024332	0.002162	0	0	
215.7000	0.0217	0.0020	1.8940	0	0	0.000110	0.000110	0.012297	0.001530	0.354432	0.006757	0	0	0.427000	0.006996	0.143586	0.004944	0.019573	0.001944	0.017287	0.001790	0.000200	0.000200	0.001474	0.000530	0	0	0	0	0	0	0.024042	0.002153	0	0	
215.8000	0.0209	0.0020	1.8873	0	0	0.000056	0.000056	0.011691	0.001488	0.355206	0.006760	0	0	0.427000	0.006996	0.144099	0.004948	0.018660	0.001886	0.017178	0.001793	0.000200	0.000200	0.001249	0.000460	0	0	0	0	0	0	0.024661	0.002173	0	0	
215.9000	0.0205	0.0020	1.8919	0	0	0.000132	0.000104	0.012152	0.001519	0.354568	0.006758	0	0	0.427000	0.006996	0.143579	0.004941	0.018343	0.001872	0.017194	0.001787	0.000200	0.000200	0.001210	0.000490	0	0	0	0	0	0	0.025623	0.002214	0	0	
216.0000	0.0217	0.0020	1.9002	0	0	0.000200	0.000200	0.012460	0.001527	0.353584	0.006753	0	0	0.427000	0.006996	0.142674	0.004921	0.018435	0.001870	0.018020	0.001842	0.000200	0.000200	0.001442	0.000526	0	0	0	0	0	0	0.025984	0.002236	0	0	
216.1000	0.0209	0.0020	1.9066	0	0	0.000200	0.000200	0.013277	0.001585	0.353019	0.006750	0	0	0.427000	0.006996	0.141901	0.004922	0.018760	0.001905	0.017845	0.001833	0.000200	0.000200	0.001821	0.000598	0	0	0	0	0	0	0.025978	0.002241	0	0	
216.2000	0.0198	0.0019	1.9045	0	0	0.000031	0.000031	0.013148	0.001581	0.353240	0.006752	0	0	0.427000	0.006996	0.142446	0.004926	0.019058	0.001908	0.017285	0.001801	0.000013	0.000013	0.002280	0.000661	0	0	0.000187	0.000187	0	0	0.025312	0.002200	0	0	
216.3000	0.0194	0.0019	1.9046	0	0	0	0	0.013233	0.001598	0.353377	0.006754	0	0	0.427000	0.006996	0.141698	0.004918	0.019250	0.001925	0.017470	0.001804	0	0	0.001976	0.000613	0	0	0.000200	0.000200	0	0	0.025796	0.002218	0	0	
216.4000	0.0194	0.0019	1.9041	0	0	0	0	0.012801	0.001556	0.353276	0.006750	0	0	0.427000	0.006996	0.142123	0.004915	0.019373	0.001917	0.018364	0.001848	0	0	0.001990	0.000601	0	0	0.000200	0.000200	0	0	0.024873	0.002181	0	0	
216.5000	0.0200	0.0019	1.9042	0	0	0	0	0.012757	0.001563	0.353614	0.006752	0	0	0.427000	0.006996	0.141922	0.004914	0.019046	0.001909	0.019192	0.001885	0	0	0.002200	0.000663	0	0	0.000200	0.000200	0	0	0.024069	0.002155	0	0	
216.6000	0.0201	0.0020	1.9047	0	0	0	0	0.012837	0.001574	0.354389	0.006759	0	0	0.427018	0.006996	0.140442	0.004896	0.018256	0.001868	0.020191	0.001950	0	0	0.002165	0.000632	0	0	0.000182	0.000182	0	0	0.024520	0.002169	0	0	
216.7000	0.0212	0.0020	1.8974	0	0	0	0	0.012120	0.001521	0.355151	0.006761	0	0	0.427200	0.006996	0.140643	0.004898	0.017279	0.001812	0.021093	0.001989	0	0	0.001980	0.000616	0	0	0	0	0	0	0.024534	0.002170	0	0	
216.8000	0.0206	0.0020	1.8975	0	0	0	0	0.012179	0.001512	0.355512	0.006757	0	0	0.427200	0.006996	0.140229	0.004885	0.017738	0.001840	0.020411	0.001938	0	0	0.002068	0.000622	0	0	0	0	0	0	0.024663	0.002179	0	0	
216.9000	0.0203	0.0019	1.8917	0	0	0	0	0.012275	0.001542	0.356659	0.006767	0	0	0.427200	0.006996	0.140328	0.004901	0.017443	0.001825	0.019088	0.001889	0	0	0.001908	0.000605	0	0	0	0	0	0	0.025099	0.002185	0	0	
217.0000	0.0192	0.0019	1.8838	0	0	0	0	0.012726	0.001551	0.357679	0.006767	0	0	0.427200	0.006996	0.141323	0.004912	0.016487	0.001782	0.018346	0.001846	0	0	0.001605	0.000544	0	0	0	0	0	0	0.024633	0.002169	0	0	
217.1000	0.0177	0.0018	1.8799	0	0	0	0	0.012962	0.001584	0.357684	0.006776	0	0	0.427200	0.006996	0.142394	0.004931	0.016020	0.001753	0.016838	0.001797	0	0	0.001525	0.000543	0	0	0	0	0	0	0.025378	0.002208	0	0	
217.2000	0.0171	0.0018	1.8768	0	0	0	0	0.012848	0.001567	0.358144	0.006771	0	0	0.427200	0.006996	0.142614	0.004925	0.015958	0.001746	0.016700	0.001762	0	0	0.001386	0.000519	0	0	0	0	0	0	0.025148	0.002202	0	0	
217.3000	0.0178	0.0018	1.8762	0	0	0.000047	0.000047	0.012965	0.001558	0.358362	0.006772	0	0	0.427200	0.006996	0.142585	0.004934	0.015614	0.001734	0.016510	0.001764	0	0	0.001364	0.000506	0	0	0	0	0	0	0.025355	0.002203	0	0	
217.4000	0.0191	0.0019	1.8763	0	0	0.000200	0.000200	0.012276	0.001533	0.358202	0.006774	0	0	0.427200	0.006996	0.143384	0.004940	0.015664	0.001721	0.016138	0.001745	0	0	0.001653	0.000558	0	0	0	0	0	0	0.025283	0.002201	0	0	
217.5000	0.0216	0.0020	1.8826	0	0	0.000163	0.000163	0.012674	0.001554	0.357591	0.006772	0	0	0.427200	0.006996	0.142455	0.004927	0.016852	0.001801	0.016809	0.001774	0	0	0.001736	0.000581	0	0	0	0	0	0	0.024520	0.002170	0	0	
217.6000	0.0225	0.0021	1.8842	0	0	0	0	0.013462	0.001601	0.357945	0.006768	0	0	0.427200	0.006996	0.141129	0.004908	0.018052	0.001852	0.016701	0.001760	0	0	0.001683	0.000560	0	0	0	0	0	0	0.023828	0.002135	0	0	
217.7000	0.0220	0.0020	1.8841	0	0	0	0	0.013908	0.001623	0.357898	0.006769	0	0	0.427200	0.006996	0.141347	0.004911	0.018479	0.001874	0.015934	0.001734	0	0	0.001741	0.000571	0	0	0	0	0	0	0.023492	0.002123	0	0	
217.8000	0.0206	0.0020	1.8911	0	0	0	0	0.014332	0.001658	0.357301	0.006771	0	0	0.427200	0.006996	0.139865	0.004888	0.019039	0.001907	0.016210	0.001747	0	0	0.001779	0.000576	0	0	0	0	0	0	0.024274	0.002158	0	0	
217.9000	0.0201	0.0019	1.9015	0	0	0.000163	0.000163	0.014956	0.001685	0.356106	0.006761	0	0	0.427200	0.006996	0.139220	0.004872	0.018153	0.001861	0.018170	0.001822	0	0	0.002240	0.000654	0	0	0	0	0	0	0.023792	0.002127	0	0	
218.0000	0.0199	0.0019	1.8974	0	0	0.000400	0.000283	0.014375	0.001658	0.356761	0.006767	0	0	0.427200	0.006996	0.140173	0.004895	0.017550	0.001831	0.017022	0.001793	0	0	0.002392	0.000676	0	0	0	0	0	0	0.024127	0.002151	0	0	
218.1000	0.0205	0.0020	1.8990	0	0	0.000400	0.000283	0.015198	0.001690	0.356279	0.006765	0	0	0.427200	0.006996	0.139788	0.004883	0.017382	0.001829	0.017495	0.001802	0	0	0.001844	0.000600	0	0	0	0	0	0	0.024415	0.002163	0	0	
218.2000	0.0217	0.0020	1.8969	0	0	0.000400	0.000283	0.013937	0.001638	0.356619	0.006766	0	0	0.427200	0.006996	0.139527	0.004885	0.016116	0.001761	0.019855	0.001918	0	0	0.001658	0.000553	0	0	0	0	0	0	0.024688	0.002168	0	0	
218.3000	0.0215	0.0020	1.8959	0	0	0.000320	0.000233	0.014450	0.001664	0.356940	0.006767	0	0	0.427200	0.006996	0.139319	0.004879	0.015308	0.001718	0.019217	0.001894	0	0	0.001789	0.000582	0	0	0	0	0	0	0.025456	0.002217	0	0	
218.4000	0.0203	0.0019	1.8950	0	0	0.000200	0.000200	0.014197	0.001624	0.356654	0.006761	0	0	0.427200	0.006996	0.140085	0.004893	0.015535	0.001724	0.017978	0.001819	0	0	0.002135	0.000645	0	0	0	0	0	0	0.026017	0.002220	0	0	
218.5000	0.0184	0.0019	1.8918	0	0	0.000186	0.000186	0.014669	0.001669	0.357451	0.006766	0	0	0.427200	0.006996	0.140280	0.004897	0.015431	0.001706	0.015791	0.001717	0	0	0.002567	0.000692	0	0	0	0	0	0	0.026425	0.002243	0	0	
218.6000	0.0173	0.0018	1.8893	0	0	0	0	0.013970	0.001623	0.356964	0.006770	0	0	0.427200	0.006996	0.141530	0.004908	0.015830	0.001740	0.015486	0.001705	0	0	0.002812	0.000727	0	0	0	0	0	0	0.026207	0.002242	0	0	
218.7000	0.0186	0.0019	1.8866	0	0	0	0	0.013420	0.001603	0.357277	0.006770	0	0	0.427200	0.006996	0.141834	0.004923	0.016880	0.001802	0.015602	0.001716	0	0	0.002490	0.000696	0	0	0	0	0	0	0.025296	0.002197	0	0	
218.8000	0.0208	0.0019	1.8937	0	0	0.000005	0.000005	0.013931	0.001632	0.356472	0.006766	0	0	0.427200	0.006996	0.141089	0.004902	0.017753	0.001842	0.015647	0.001694	0	0	0.002860	0.000734	0	0	0	0	0	0	0.025043	0.002186	0	0	
218.9000	0.0199	0.0019	1.8978	0	0	0.000186	0.000186	0.014198	0.001655	0.356624	0.006768	0	0	0.427200	0.006996	0.139957	0.004883	0.019371	0.001912	0.015515	0.001699	0	0	0.002711	0.000729	0	0	0	0	0	0	0.024238	0.002161	0	0	
219.0000	0.0196	0.0019	1.8969	0	0	0	0	0.014437	0.001653	0.356434	0.006766	0	0	0.427200	0.006996	0.139833	0.004883	0.020056	0.001947	0.015158	0.001681	0	0	0.002538	0.000692	0	0	0	0	0	0	0.024344	0.002151	0	0	
219.1000	0.0208	0.0020	1.9001	0	0	0	0	0.013942	0.001633	0.356208	0.006766	0	0	0.427200	0.006996	0.138653	0.004867	0.019747	0.001942	0.015933	0.001712	0	0	0.002350	0.000674	0	0	0	0	0	0	0.025968	0.002226	0	0	
219.2000	0.0203	0.0020	1.9123	0	0	0	0	0.015497	0.001700	0.355587	0.006756	0	0	0.427200	0.006996	0.135793	0.004824	0.020218	0.001964	0.017932	0.001819	0	0	0.002443	0.000693	0	0	0	0	0	0	0.025330	0.002201	0	0	
219.3000	0.0197	0.0019	1.9163	0	0	0	0	0.016445	0.001764	0.354330	0.006754	0	0	0.427200	0.006996	0.136577	0.004834	0.020437	0.001979	0.017496	0.001803	0	0	0.002652	0.000705	0	0	0	0	0	0	0.024862	0.002181	0	0	
219.4000	0.0197	0.0019	1.9139	0	0	0	0	0.015376	0.001705	0.354428	0.006757	0	0	0.427200	0.006996	0.137405	0.004851	0.020747	0.001989	0.018039	0.001852	0	0	0.002768	0.000717	0	0	0	0	0	0	0.024037	0.002146	0	0	
219.5000	0.0192	0.0019	1.9175	0	0	0	0	0.016160	0.001753	0.353938	0.006751	0	0	0.427200	0.006996	0.136898	0.004844	0.021192	0.002018	0.018395	0.001843	0	0	0.002671	0.000724	0	0	0	0	0	0	0.023546	0.002127	0	0	
219.6000	0.0195	0.0019	1.9127	0	0	0	0	0.016324	0.001759	0.354554	0.006753	0	0	0.427200	0.006996	0.137999	0.004860	0.021153	0.002016	0.016381	0.001754	0	0	0.003078	0.000751	0	0	0	0	0	0	0.023311	0.002124	0	0	
219.7000	0.0191	0.0019	1.9145	0	0	0	0	0.016543	0.001779	0.353759	0.006752	0	0	0.427200	0.006996	0.138927	0.004873	0.021376	0.002011	0.015113	0.001676	0	0	0.003673	0.000846	0	0	0	0	0	0	0.023409	0.002108	0	0	
219.8000	0.0179	0.0018	1.9075	0	0	0	0	0.016333	0.001774	0.354253	0.006758	0	0	0.427200	0.006996	0.140374	0.004899	0.020633	0.001994	0.014581	0.001653	0	0	0.003369	0.000777	0	0	0	0	0	0	0.023257	0.002106	0	0	
219.9000	0.0168	0.0018	1.9037	0	0	0.000190	0.000190	0.016245	0.001765	0.354567	0.006756	0	0	0.427200	0.006996	0.141158	0.004901	0.020602	0.001963	0.013335	0.001563	0	0	0.002966	0.000748	0	0	0	0	0	0	0.023738	0.002122	0	0	
220.0000	0.0167	0.0018	1.9036	0	0	0.000200	0.000200	0.016240	0.001773	0.354458	0.006760	0	0	0.427200	0.006996	0.141123	0.004909	0.020442	0.001981	0.013196	0.001566	0	0	0.002803	0.000734	0	0	0	0	0	0	0.024339	0.002157	0	0	
220.1000	0.0183	0.0019	1.9061	0	0	0.000298	0.000223	0.015904	0.001731	0.354056	0.006756	0	0	0.427200	0.006996	0.141219	0.004908	0.019961	0.001950	0.014839	0.001677	0	0	0.002671	0.000708	0	0	0	0	0	0	0.023852	0.002133	0	0	
220.2000	0.0191	0.0019	1.9163	0	0	0.000600	0.000346	0.016173	0.001739	0.352533	0.006749	0	0	0.427200	0.006996	0.140585	0.004895	0.019947	0.001957	0.017298	0.001808	0	0	0.002485	0.000695	0	0	0	0	0	0	0.023180	0.002112	0	0	
220.3000	0.0192	0.0019	1.9143	0	0	0.000399	0.000276	0.015894	0.001744	0.352123	0.006749	0	0	0.427200	0.006996	0.141724	0.004924	0.019731	0.001953	0.016801	0.001792	0	0	0.002761	0.000738	0	0	0	0	0	0	0.023367	0.002118	0	0	
220.4000	0.0180	0.0018	1.9074	0	0	0.000093	0.000073	0.015585	0.001714	0.352010	0.006745	0	0	0.427200	0.006996	0.143165	0.004934	0.020294	0.001967	0.015845	0.001724	0	0	0.002436	0.000673	0	0	0	0	0	0	0.023371	0.002118	0	0	
220.5000	0.0185	0.0019	1.9065	0	0	0.000200	0.000200	0.015206	0.001705	0.352509	0.006749	0	0	0.427200	0.006996	0.142674	0.004926	0.020137	0.001964	0.016733	0.001761	0	0	0.002090	0.000638	0	0	0	0	0	0	0.023250	0.002115	0	0	
220.6000	0.0185	0.0019	1.9127	0	0	0.000335	0.000241	0.015888	0.001732	0.353449	0.006748	0	0	0.427200	0.006996	0.139459	0.004884	0.020633	0.001982	0.017694	0.001825	0	0	0.002005	0.000617	0	0	0	0	0	0	0.023337	0.002119	0	0	
220.7000	0.0188	0.0019	1.9103	0	0	0.000400	0.000283	0.015941	0.001755	0.354520	0.006760	0	0	0.427200	0.006996	0.138380	0.004866	0.021296	0.002022	0.016591	0.001767	0	0	0.001749	0.000578	0	0	0	0	0	0	0.023922	0.002150	0	0	
220.8000	0.0194	0.0019	1.9088	0	0	0.000408	0.000283	0.016140	0.001762	0.354888	0.006760	0	0	0.427200	0.006996	0.138349	0.004864	0.020495	0.001973	0.016511	0.001752	0	0	0.001722	0.000571	0	0	0	0	0	0	0.024288	0.002148	0	0	
220.9000	0.0195	0.0019	1.9067	0	0	0.000600	0.000346	0.014789	0.001685	0.355621	0.006763	0	0	0.427200	0.006996	0.138280	0.004861	0.019615	0.001925	0.017335	0.001797	0	0	0.001774	0.000577	0	0	0	0	0	0	0.024787	0.002173	0	0	
221.0000	0.0183	0.0018	1.9032	0	0	0.000600	0.000346	0.014412	0.001651	0.356347	0.006765	0	0	0.427200	0.006996	0.138388	0.004864	0.018845	0.001906	0.017296	0.001803	0	0	0.001797	0.000595	0	0	0	0	0	0	0.025115	0.002205	0	0	
221.1000	0.0190	0.0019	1.9068	0	0	0.000441	0.000286	0.014602	0.001672	0.355558	0.006763	0	0	0.427200	0.006996	0.138641	0.004868	0.018467	0.001871	0.017988	0.001844	0	0	0.002302	0.000667	0	0	0	0	0	0	0.024801	0.002181	0	0	
221.2000	0.0200	0.0019	1.9111	0	0	0.000359	0.000255	0.015244	0.001703	0.354779	0.006757	0	0	0.427200	0.006996	0.138745	0.004872	0.018356	0.001878	0.018849	0.001874	0	0	0.002661	0.000702	0	0	0	0	0	0	0.023807	0.002133	0	0	
221.3000	0.0185	0.0018	1.9045	0	0	0.000200	0.000200	0.014853	0.001678	0.355321	0.006756	0	0	0.427200	0.006996	0.139383	0.004882	0.018215	0.001863	0.017983	0.001833	0	0	0.002297	0.000670	0	0	0	0	0	0	0.024549	0.002173	0	0	
221.4000	0.0194	0.0019	1.8993	0	0	0.000194	0.000194	0.014539	0.001662	0.356026	0.006763	0	0	0.427200	0.006996	0.140413	0.004895	0.018342	0.001868	0.017035	0.001787	0	0	0.002548	0.000708	0	0	0	0	0	0	0.023703	0.002135	0	0	
221.5000	0.0201	0.0019	1.8948	0	0	0.000151	0.000151	0.014299	0.001657	0.356474	0.006767	0	0	0.427200	0.006996	0.141055	0.004901	0.018337	0.001863	0.016488	0.001752	0	0	0.002448	0.000679	0	0	0	0	0	0	0.023548	0.002120	0	0	
221.6000	0.0205	0.0019	1.8905	0	0	0.000026	0.000026	0.014791	0.001684	0.357136	0.006767	0	0	0.427200	0.006996	0.140889	0.004901	0.017597	0.001825	0.016113	0.001725	0	0	0.002155	0.000639	0	0	0	0	0	0	0.024093	0.002143	0	0	
221.7000	0.0189	0.0019	1.8941	0	0	0	0	0.016089	0.001750	0.357107	0.006762	0	0	0.427200	0.006996	0.139933	0.004888	0.017388	0.001821	0.016057	0.001706	0	0	0.002338	0.000661	0	0	0	0	0	0	0.023888	0.002131	0	0	
221.8000	0.0185	0.0018	1.8960	0	0	0.000156	0.000156	0.016610	0.001770	0.357727	0.006769	0	0	0.427200	0.006996	0.138571	0.004864	0.017606	0.001825	0.016060	0.001729	0	0	0.002095	0.000618	0	0	0	0	0	0	0.023975	0.002133	0	0	
221.9000	0.0177	0.0018	1.8965	0	0	0.000200	0.000200	0.016018	0.001741	0.357985	0.006769	0	0	0.427200	0.006996	0.138371	0.004864	0.017471	0.001832	0.016331	0.001734	0	0	0.002377	0.000671	0	0	0	0	0	0	0.024046	0.002146	0	0	
222.0000	0.0175	0.0018	1.8994	0	0	0.000344	0.000224	0.016111	0.001749	0.357837	0.006772	0	0	0.427200	0.006996	0.138243	0.004864	0.016905	0.001795	0.016901	0.001792	0	0	0.002669	0.000710	0	0	0	0	0	0	0.023789	0.002142	0	0	
222.1000	0.0195	0.0019	1.9042	0	0	0.000600	0.000346	0.016022	0.001764	0.357551	0.006774	0	0	0.427200	0.006996	0.137669	0.004854	0.016119	0.001754	0.018201	0.001846	0	0	0.002890	0.000753	0	0	0	0	0	0	0.023749	0.002137	0	0	
222.2000	0.0200	0.0020	1.9003	0	0	0.000600	0.000346	0.015184	0.001698	0.358416	0.006772	0	0	0.427200	0.006996	0.137555	0.004851	0.015876	0.001743	0.019051	0.001884	0	0	0.002735	0.000723	0	0	0	0	0	0	0.023384	0.002118	0	0	
222.3000	0.0201	0.0019	1.9016	0	0	0.000689	0.000330	0.015495	0.001704	0.357953	0.006768	0	0	0.427200	0.006996	0.137951	0.004859	0.016393	0.001769	0.019649	0.001927	0	0	0.002552	0.000685	0	0	0	0	0	0	0.022119	0.002065	0	0	
222.4000	0.0199	0.0019	1.9004	0	0	0.000800	0.000400	0.015477	0.001701	0.358243	0.006771	0	0	0.427200	0.006996	0.138158	0.004862	0.017011	0.001814	0.019212	0.001902	0	0	0.002508	0.000700	0	0	0	0	0	0	0.021390	0.002030	0	0	
222.5000	0.0220	0.0020	1.8941	0	0	0.000800	0.000400	0.015059	0.001692	0.358945	0.006775	0	0	0.427200	0.006996	0.139233	0.004879	0.016987	0.001806	0.018265	0.001848	0	0	0.002461	0.000694	0	0	0	0	0	0	0.021049	0.002008	0	0	
222.6000	0.0225	0.0021	1.9006	0	0	0.000775	0.000388	0.015343	0.001708	0.358096	0.006773	0	0	0.427200	0.006996	0.138651	0.004865	0.017407	0.001823	0.018797	0.001882	0	0	0.002866	0.000742	0	0	0	0	0	0	0.020864	0.002008	0	0	
222.7000	0.0228	0.0021	1.8991	0	0	0.000457	0.000280	0.014743	0.001673	0.358662	0.006776	0	0	0.427200	0.006996	0.137858	0.004853	0.017291	0.001816	0.020362	0.001949	0	0	0.003022	0.000758	0	0	0	0	0	0	0.020404	0.001977	0	0	
222.8000	0.0217	0.0020	1.8954	0	0	0.000200	0.000200	0.014315	0.001647	0.358981	0.006777	0	0	0.427200	0.006996	0.138263	0.004863	0.017289	0.001806	0.020573	0.001968	0	0	0.003198	0.000788	0	0	0	0	0	0	0.019981	0.001942	0	0	
222.9000	0.0205	0.0020	1.8952	0	0	0.000200	0.000200	0.014349	0.001655	0.359092	0.006775	0	0	0.427200	0.006996	0.138026	0.004864	0.017176	0.001813	0.020075	0.001951	0	0	0.003070	0.000750	0	0	0	0	0	0	0.020811	0.001998	0	0	
223.0000	0.0192	0.0019	1.9028	0	0	0.000138	0.000138	0.015302	0.001711	0.357970	0.006770	0	0	0.427200	0.006996	0.136946	0.004845	0.018314	0.001872	0.020300	0.001943	0	0	0.002984	0.000753	0	0	0	0	0	0	0.020846	0.001998	0	0	
223.1000	0.0182	0.0018	1.9025	0	0	0	0	0.015981	0.001755	0.358937	0.006771	0	0	0.427200	0.006996	0.135331	0.004818	0.018935	0.001905	0.020151	0.001922	0	0	0.003015	0.000739	0	0	0	0	0	0	0.020450	0.001983	0	0	
223.2000	0.0184	0.0018	1.9045	0	0	0	0	0.015192	0.001695	0.359105	0.006778	0	0	0.427200	0.006996	0.134467	0.004804	0.019942	0.001949	0.020744	0.001982	0	0	0.003224	0.000780	0	0	0	0	0	0	0.020126	0.001961	0	0	
223.3000	0.0178	0.0018	1.9010	0	0	0.000197	0.000197	0.014437	0.001654	0.359482	0.006775	0	0	0.427200	0.006996	0.135301	0.004821	0.020132	0.001973	0.020049	0.001941	0	0	0.002876	0.000737	0	0	0	0	0	0	0.020326	0.001987	0	0	
223.4000	0.0172	0.0018	1.8941	0	0	0.000200	0.000200	0.014695	0.001688	0.360620	0.006781	0	0	0.427200	0.006996	0.135728	0.004825	0.020072	0.001958	0.017709	0.001811	0	0	0.002588	0.000698	0	0	0	0	0	0	0.021188	0.002023	0	0	
223.5000	0.0165	0.0017	1.8841	0	0	0.000200	0.000200	0.015071	0.001681	0.361736	0.006783	0	0	0.427200	0.006996	0.136771	0.004837	0.018825	0.001886	0.016040	0.001725	0	0	0.001946	0.000606	0	0	0	0	0	0	0.022212	0.002063	0	0	
223.6000	0.0165	0.0017	1.8831	0	0	0.000200	0.000200	0.015014	0.001692	0.361997	0.006784	0	0	0.427200	0.006996	0.136866	0.004849	0.018310	0.001877	0.016132	0.001743	0	0	0.002077	0.000611	0	0	0	0	0	0	0.022204	0.002065	0	0	
223.7000	0.0161	0.0017	1.8856	0	0	0.000303	0.000225	0.014976	0.001669	0.361254	0.006785	0	0	0.427200	0.006996	0.137339	0.004851	0.017561	0.001834	0.015849	0.001734	0	0	0.002210	0.000636	0	0	0	0	0	0	0.023310	0.002113	0	0	
223.8000	0.0169	0.0018	1.8926	0	0	0.000400	0.000283	0.016189	0.001745	0.359140	0.006774	0	0	0.427200	0.006996	0.138389	0.004863	0.016042	0.001742	0.016253	0.001745	0	0	0.002370	0.000672	0	0	0	0	0	0	0.024016	0.002143	0	0	
223.9000	0.0168	0.0018	1.8907	0	0	0.000323	0.000235	0.016137	0.001755	0.359173	0.006778	0	0	0.427200	0.006996	0.138614	0.004857	0.015730	0.001720	0.016367	0.001739	0	0	0.002207	0.000663	0	0	0	0	0	0	0.024249	0.002162	0	0	
224.0000	0.0174	0.0018	1.8930	0	0	0.000200	0.000200	0.016619	0.001772	0.358321	0.006774	0	0	0.427200	0.006996	0.139108	0.004877	0.015873	0.001745	0.016067	0.001742	0	0	0.002459	0.000689	0	0	0	0	0	0	0.024153	0.002156	0	0	
224.1000	0.0172	0.0018	1.8901	0	0	0.000354	0.000228	0.016365	0.001762	0.358340	0.006771	0	0	0.427200	0.006996	0.139996	0.004889	0.015041	0.001693	0.016230	0.001742	0	0	0.002178	0.000640	0	0	0	0	0	0	0.024296	0.002160	0	0	
224.2000	0.0175	0.0018	1.8892	0	0	0.000600	0.000346	0.016700	0.001781	0.359040	0.006776	0	0	0.427200	0.006996	0.139421	0.004886	0.015169	0.001715	0.016336	0.001750	0	0	0.001800	0.000600	0	0	0	0	0	0	0.023734	0.002138	0	0	
224.3000	0.0195	0.0019	1.8900	0	0	0.000600	0.000346	0.017319	0.001820	0.359546	0.006775	0	0	0.427200	0.006996	0.138550	0.004870	0.014972	0.001686	0.016059	0.001715	0	0	0.001932	0.000614	0	0	0	0	0	0	0.023822	0.002131	0	0	
224.4000	0.0198	0.0019	1.8961	0	0	0.000577	0.000334	0.017637	0.001830	0.359189	0.006775	0	0	0.427200	0.006996	0.137261	0.004848	0.016136	0.001737	0.016288	0.001762	0	0	0.002113	0.000622	0	0	0	0	0	0	0.023598	0.002128	0	0	
224.5000	0.0183	0.0019	1.9019	0	0	0.000264	0.000210	0.018304	0.001854	0.357963	0.006773	0	0	0.427200	0.006996	0.136948	0.004842	0.017135	0.001814	0.016171	0.001753	0	0	0.002486	0.000684	0	0	0	0	0	0	0.023529	0.002130	0	0	
