Time	TH	ErrorTH	H	HD=0	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba	State	Proba	ErrorProba
12.2000	0.0546	0.0032	2.5416	1.0000	p21 -- Senescence	0.035838	0.002573	Senescence -- AKT	0.001070	0.000453	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.004429	0.000908	<nil>	0.046935	0.002941	mTORC1_S6K1 -- AKT	0.216540	0.005822	p21 -- mTORC1_S6K1	0.034695	0.002508	p21 -- mTORC1_S6K1 -- Senescence	0.245710	0.006058	mTORC1_S6K1 -- Senescence -- AKT	0.009414	0.001342	mTORC1_S6K1	0.049084	0.003021	p21 -- AKT	0.000546	0.000318	p21 -- Senescence -- AKT	0.000200	0.000200	mTORC1_S6K1 -- Senescence	0.011540	0.001479	AKT	0.006965	0.001161	p21	0.332880	0.006628	p21 -- mTORC1_S6K1 -- AKT	0.000774	0.000387	Senescence	0.003381	0.000793
12.3000	0.0525	0.0032	2.5384	1.0000	p21 -- Senescence	0.035969	0.002593	Senescence -- AKT	0.000863	0.000405	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.003788	0.000858	p21 -- mTORC1_S6K1 -- AKT	0.000756	0.000380	Senescence	0.003267	0.000801	p21 -- mTORC1_S6K1 -- Senescence	0.246012	0.006070	mTORC1_S6K1 -- Senescence -- AKT	0.010554	0.001435	mTORC1_S6K1	0.048928	0.003009	p21 -- AKT	0.000400	0.000283	mTORC1_S6K1 -- AKT	0.216891	0.005825	p21 -- mTORC1_S6K1	0.034753	0.002521	p21 -- Senescence -- AKT	0.000200	0.000200	mTORC1_S6K1 -- Senescence	0.010660	0.001422	AKT	0.007667	0.001227	p21	0.332670	0.006631	<nil>	0.046621	0.002942
12.4000	0.0531	0.0032	2.5360	1.0000	Senescence -- AKT	0.000717	0.000365	p21 -- Senescence	0.035131	0.002565	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.003387	0.000813	p21 -- mTORC1_S6K1 -- AKT	0.000800	0.000400	Senescence	0.003057	0.000773	p21 -- mTORC1_S6K1 -- Senescence	0.247755	0.006088	mTORC1_S6K1 -- Senescence -- AKT	0.010556	0.001431	mTORC1_S6K1	0.048847	0.003020	p21 -- AKT	0.000443	0.000264	mTORC1_S6K1 -- AKT	0.217189	0.005826	p21 -- mTORC1_S6K1	0.035713	0.002566	p21 -- Senescence -- AKT	0.000318	0.000232	mTORC1_S6K1 -- Senescence	0.010364	0.001426	AKT	0.008027	0.001234	p21	0.331333	0.006633	<nil>	0.046365	0.002943
12.5000	0.0562	0.0032	2.5304	1.0000	p21 -- Senescence	0.034620	0.002528	Senescence -- AKT	0.000664	0.000350	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.003181	0.000780	p21 -- mTORC1_S6K1 -- AKT	0.000322	0.000214	Senescence	0.003192	0.000781	p21 -- mTORC1_S6K1 -- Senescence	0.246911	0.006075	mTORC1_S6K1 -- Senescence -- AKT	0.010463	0.001417	mTORC1_S6K1	0.048239	0.002980	p21 -- AKT	0.000485	0.000273	mTORC1_S6K1 -- AKT	0.217894	0.005833	p21 -- mTORC1_S6K1	0.038247	0.002650	AKT	0.008550	0.001299	p21	0.332420	0.006631	p21 -- Senescence -- AKT	0.000372	0.000242	mTORC1_S6K1 -- Senescence	0.009589	0.001342	<nil>	0.044851	0.002883
12.6000	0.0586	0.0033	2.5277	1.0000	p21 -- Senescence	0.033555	0.002487	Senescence -- AKT	0.000845	0.000402	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002677	0.000710	mTORC1_S6K1	0.047998	0.002996	p21 -- AKT	0.000600	0.000346	mTORC1_S6K1 -- Senescence	0.009083	0.001322	p21 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.246664	0.006075	mTORC1_S6K1 -- Senescence -- AKT	0.010694	0.001441	AKT	0.008569	0.001298	p21	0.332683	0.006623	<nil>	0.043868	0.002857	p21 -- mTORC1_S6K1	0.040144	0.002701	mTORC1_S6K1 -- AKT	0.218701	0.005844	p21 -- mTORC1_S6K1 -- AKT	0.000302	0.000217	Senescence	0.003216	0.000785
12.7000	0.0606	0.0033	2.5278	1.0000	p21 -- Senescence	0.033002	0.002482	Senescence -- AKT	0.000800	0.000400	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002563	0.000710	mTORC1_S6K1	0.049188	0.003027	p21 -- AKT	0.000494	0.000298	mTORC1_S6K1 -- Senescence	0.009200	0.001321	p21 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.246502	0.006073	mTORC1_S6K1 -- Senescence -- AKT	0.011022	0.001468	AKT	0.008786	0.001312	p21	0.333142	0.006638	<nil>	0.042095	0.002811	p21 -- mTORC1_S6K1	0.039876	0.002696	mTORC1_S6K1 -- AKT	0.219064	0.005848	p21 -- mTORC1_S6K1 -- AKT	0.000664	0.000352	Senescence	0.003201	0.000784
12.8000	0.0612	0.0034	2.5291	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002419	0.000692	p21 -- Senescence	0.034121	0.002523	Senescence -- AKT	0.000703	0.000361	mTORC1_S6K1	0.049881	0.003042	p21 -- AKT	0.000400	0.000283	mTORC1_S6K1 -- Senescence	0.009366	0.001338	p21 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.247309	0.006073	mTORC1_S6K1 -- Senescence -- AKT	0.011419	0.001497	AKT	0.008958	0.001319	p21	0.332713	0.006633	<nil>	0.040890	0.002757	p21 -- mTORC1_S6K1	0.038090	0.002620	mTORC1_S6K1 -- AKT	0.219008	0.005846	p21 -- mTORC1_S6K1 -- AKT	0.000966	0.000432	Senescence	0.003356	0.000807
12.9000	0.0620	0.0034	2.5368	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002575	0.000706	p21 -- Senescence	0.035300	0.002561	Senescence -- AKT	0.000600	0.000346	mTORC1_S6K1	0.048363	0.003014	p21 -- AKT	0.000562	0.000295	mTORC1_S6K1 -- Senescence	0.009728	0.001374	p21 -- Senescence -- AKT	0.000400	0.000283	p21 -- mTORC1_S6K1 -- Senescence	0.246700	0.006075	mTORC1_S6K1 -- Senescence -- AKT	0.010890	0.001455	AKT	0.008985	0.001317	p21	0.329509	0.006606	p21 -- mTORC1_S6K1 -- AKT	0.000717	0.000361	Senescence	0.003237	0.000788	mTORC1_S6K1 -- AKT	0.220353	0.005854	p21 -- mTORC1_S6K1	0.038876	0.002667	<nil>	0.043204	0.002826
13.0000	0.0605	0.0034	2.5370	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.010830	0.001445	p21 -- mTORC1_S6K1 -- Senescence	0.245866	0.006067	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002901	0.000734	p21 -- Senescence	0.035223	0.002560	Senescence -- AKT	0.000771	0.000386	p21 -- mTORC1_S6K1 -- AKT	0.000440	0.000244	Senescence	0.002789	0.000728	mTORC1_S6K1 -- Senescence	0.009493	0.001353	p21 -- Senescence -- AKT	0.000400	0.000283	mTORC1_S6K1 -- AKT	0.222129	0.005875	p21 -- mTORC1_S6K1	0.039687	0.002693	p21 -- AKT	0.000604	0.000346	mTORC1_S6K1	0.047820	0.002981	AKT	0.008794	0.001315	p21	0.328143	0.006610	<nil>	0.044110	0.002863
13.1000	0.0586	0.0033	2.5390	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.011202	0.001470	p21 -- mTORC1_S6K1 -- Senescence	0.245968	0.006071	p21 -- Senescence	0.034648	0.002550	Senescence -- AKT	0.000857	0.000404	p21 -- mTORC1_S6K1 -- AKT	0.000294	0.000221	Senescence	0.003319	0.000807	mTORC1_S6K1 -- Senescence	0.008157	0.001250	p21 -- Senescence -- AKT	0.000224	0.000201	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.003148	0.000787	mTORC1_S6K1 -- AKT	0.223146	0.005883	p21 -- mTORC1_S6K1	0.040891	0.002728	<nil>	0.043735	0.002835	p21 -- AKT	0.000800	0.000400	mTORC1_S6K1	0.048837	0.003010	AKT	0.008511	0.001294	p21	0.326264	0.006592
13.2000	0.0563	0.0032	2.5377	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.010562	0.001430	p21 -- mTORC1_S6K1 -- Senescence	0.247458	0.006087	p21 -- Senescence	0.033807	0.002520	Senescence -- AKT	0.000803	0.000400	p21 -- mTORC1_S6K1 -- AKT	0.000468	0.000277	Senescence	0.003178	0.000768	mTORC1_S6K1 -- Senescence	0.008344	0.001259	p21 -- Senescence -- AKT	0.000200	0.000200	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002996	0.000767	mTORC1_S6K1 -- AKT	0.224941	0.005899	p21 -- mTORC1_S6K1	0.041788	0.002752	<nil>	0.044858	0.002874	p21 -- AKT	0.000725	0.000368	mTORC1_S6K1	0.048584	0.003007	AKT	0.008214	0.001257	p21	0.323073	0.006574
13.3000	0.0555	0.0032	2.5400	1.0000	Senescence -- AKT	0.001000	0.000447	p21 -- Senescence	0.032573	0.002448	mTORC1_S6K1 -- Senescence -- AKT	0.010553	0.001435	p21 -- mTORC1_S6K1 -- Senescence	0.247364	0.006079	mTORC1_S6K1	0.048922	0.003019	p21 -- AKT	0.000509	0.000303	mTORC1_S6K1 -- Senescence	0.008672	0.001290	p21 -- Senescence -- AKT	0.000336	0.000227	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002789	0.000724	p21 -- mTORC1_S6K1 -- AKT	0.000340	0.000222	Senescence	0.002704	0.000724	mTORC1_S6K1 -- AKT	0.225420	0.005905	p21 -- mTORC1_S6K1	0.042520	0.002788	AKT	0.008627	0.001289	p21	0.321395	0.006565	<nil>	0.046277	0.002924
13.4000	0.0561	0.0033	2.5441	1.0000	Senescence -- AKT	0.001046	0.000438	p21 -- Senescence	0.031549	0.002434	mTORC1_S6K1 -- Senescence -- AKT	0.011017	0.001466	p21 -- mTORC1_S6K1 -- Senescence	0.247306	0.006081	mTORC1_S6K1	0.049121	0.003025	p21 -- AKT	0.000544	0.000317	mTORC1_S6K1 -- Senescence	0.008575	0.001274	p21 -- Senescence -- AKT	0.000638	0.000345	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002185	0.000642	p21 -- mTORC1_S6K1 -- AKT	0.000428	0.000284	Senescence	0.002830	0.000728	mTORC1_S6K1 -- AKT	0.225896	0.005911	p21 -- mTORC1_S6K1	0.041584	0.002757	AKT	0.008598	0.001288	p21	0.319910	0.006562	<nil>	0.048772	0.002996
13.5000	0.0542	0.0032	2.5476	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.010826	0.001456	p21 -- mTORC1_S6K1 -- Senescence	0.246689	0.006075	p21 -- Senescence	0.031622	0.002427	Senescence -- AKT	0.001254	0.000478	Senescence	0.002486	0.000687	p21 -- mTORC1_S6K1 -- AKT	0.000465	0.000285	p21 -- Senescence -- AKT	0.000742	0.000372	mTORC1_S6K1 -- Senescence	0.009355	0.001338	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002153	0.000636	mTORC1_S6K1 -- AKT	0.226606	0.005916	p21 -- mTORC1_S6K1	0.040265	0.002714	<nil>	0.049745	0.003035	p21 -- AKT	0.000493	0.000293	mTORC1_S6K1	0.050039	0.003057	AKT	0.008394	0.001270	p21	0.318866	0.006553
13.6000	0.0564	0.0033	2.5533	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.010749	0.001445	p21 -- mTORC1_S6K1 -- Senescence	0.247993	0.006081	p21 -- Senescence	0.030096	0.002367	Senescence -- AKT	0.001607	0.000544	Senescence	0.002756	0.000724	p21 -- mTORC1_S6K1 -- AKT	0.000405	0.000253	p21 -- Senescence -- AKT	0.000292	0.000214	mTORC1_S6K1 -- Senescence	0.009807	0.001370	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002412	0.000664	mTORC1_S6K1 -- AKT	0.226748	0.005919	p21 -- mTORC1_S6K1	0.039412	0.002682	<nil>	0.050396	0.003047	p21 -- AKT	0.000893	0.000406	mTORC1_S6K1	0.050651	0.003064	AKT	0.008853	0.001304	p21	0.316929	0.006547
13.7000	0.0579	0.0033	2.5586	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.010759	0.001442	p21 -- mTORC1_S6K1 -- Senescence	0.248329	0.006094	p21 -- Senescence	0.031022	0.002420	Senescence -- AKT	0.001400	0.000529	p21 -- Senescence -- AKT	0.000200	0.000200	mTORC1_S6K1 -- Senescence	0.009804	0.001380	<nil>	0.048690	0.003001	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002143	0.000636	p21 -- mTORC1_S6K1 -- AKT	0.000692	0.000352	Senescence	0.003040	0.000765	mTORC1_S6K1 -- AKT	0.227464	0.005922	p21 -- mTORC1_S6K1	0.039962	0.002690	p21 -- AKT	0.000757	0.000380	mTORC1_S6K1	0.051565	0.003090	AKT	0.009490	0.001361	p21	0.314683	0.006535
13.8000	0.0569	0.0033	2.5493	1.0000	p21 -- Senescence -- AKT	0.000200	0.000200	mTORC1_S6K1 -- Senescence	0.009425	0.001351	mTORC1_S6K1 -- Senescence -- AKT	0.009743	0.001363	p21 -- mTORC1_S6K1 -- Senescence	0.249919	0.006102	p21	0.313053	0.006532	AKT	0.009314	0.001342	p21 -- AKT	0.000619	0.000327	mTORC1_S6K1	0.052790	0.003127	<nil>	0.048294	0.002992	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.001905	0.000590	p21 -- mTORC1_S6K1 -- AKT	0.000861	0.000397	Senescence	0.003128	0.000783	mTORC1_S6K1 -- AKT	0.229371	0.005939	p21 -- mTORC1_S6K1	0.040341	0.002722	p21 -- Senescence	0.029774	0.002367	Senescence -- AKT	0.001265	0.000494
13.9000	0.0580	0.0033	2.5517	1.0000	p21 -- Senescence -- AKT	0.000200	0.000200	mTORC1_S6K1 -- Senescence	0.008731	0.001304	mTORC1_S6K1 -- Senescence -- AKT	0.009539	0.001362	p21 -- mTORC1_S6K1 -- Senescence	0.249942	0.006111	p21 -- AKT	0.000600	0.000346	mTORC1_S6K1	0.054033	0.003164	Senescence	0.003257	0.000801	p21 -- mTORC1_S6K1 -- AKT	0.000837	0.000391	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002298	0.000666	AKT	0.009550	0.001360	p21	0.310575	0.006512	<nil>	0.048334	0.002993	mTORC1_S6K1 -- AKT	0.230134	0.005949	p21 -- mTORC1_S6K1	0.040959	0.002747	p21 -- Senescence	0.030328	0.002382	Senescence -- AKT	0.000683	0.000327
14.0000	0.0615	0.0034	2.5450	1.0000	p21 -- Senescence -- AKT	0.000200	0.000200	mTORC1_S6K1 -- Senescence	0.008331	0.001262	p21 -- mTORC1_S6K1	0.040804	0.002743	mTORC1_S6K1 -- AKT	0.230417	0.005953	p21 -- AKT	0.000600	0.000346	mTORC1_S6K1	0.055316	0.003195	Senescence	0.003481	0.000826	p21 -- mTORC1_S6K1 -- AKT	0.000687	0.000352	Senescence -- AKT	0.000355	0.000253	p21 -- Senescence	0.028685	0.002322	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002400	0.000662	AKT	0.009963	0.001397	p21	0.310586	0.006510	<nil>	0.046840	0.002930	p21 -- mTORC1_S6K1 -- Senescence	0.251432	0.006117	mTORC1_S6K1 -- Senescence -- AKT	0.009904	0.001392
14.1000	0.0624	0.0035	2.5424	1.0000	p21 -- Senescence -- AKT	0.000200	0.000200	mTORC1_S6K1 -- Senescence	0.008324	0.001249	p21 -- mTORC1_S6K1	0.039820	0.002694	mTORC1_S6K1 -- AKT	0.231160	0.005959	p21 -- AKT	0.000556	0.000296	mTORC1_S6K1	0.055406	0.003210	Senescence	0.003615	0.000839	p21 -- mTORC1_S6K1 -- AKT	0.000839	0.000365	Senescence -- AKT	0.000200	0.000200	p21 -- Senescence	0.028439	0.002306	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002933	0.000744	AKT	0.009334	0.001354	p21	0.310362	0.006508	<nil>	0.046619	0.002942	p21 -- mTORC1_S6K1 -- Senescence	0.252246	0.006116	mTORC1_S6K1 -- Senescence -- AKT	0.009947	0.001397
14.2000	0.0621	0.0035	2.5402	1.0000	p21 -- mTORC1_S6K1	0.038728	0.002653	mTORC1_S6K1 -- AKT	0.232439	0.005968	p21 -- AKT	0.000400	0.000283	mTORC1_S6K1	0.054122	0.003172	Senescence	0.003936	0.000875	p21 -- mTORC1_S6K1 -- AKT	0.000944	0.000412	Senescence -- AKT	0.000260	0.000209	p21 -- Senescence	0.028619	0.002309	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.003069	0.000768	AKT	0.009210	0.001343	p21	0.310395	0.006511	<nil>	0.046507	0.002939	p21 -- Senescence -- AKT	0.000200	0.000200	mTORC1_S6K1 -- Senescence	0.008663	0.001294	mTORC1_S6K1 -- Senescence -- AKT	0.009782	0.001371	p21 -- mTORC1_S6K1 -- Senescence	0.252726	0.006121
14.3000	0.0611	0.0034	2.5433	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.009408	0.001348	p21 -- mTORC1_S6K1 -- Senescence	0.252696	0.006125	p21 -- mTORC1_S6K1	0.039106	0.002676	mTORC1_S6K1 -- AKT	0.233205	0.005978	p21 -- Senescence -- AKT	0.000200	0.000200	mTORC1_S6K1 -- Senescence	0.008569	0.001287	p21 -- Senescence	0.028534	0.002288	Senescence -- AKT	0.000642	0.000317	p21 -- mTORC1_S6K1 -- AKT	0.001135	0.000453	Senescence	0.003909	0.000860	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.003123	0.000757	<nil>	0.046487	0.002927	p21 -- AKT	0.000395	0.000259	mTORC1_S6K1	0.053796	0.003149	AKT	0.009186	0.001341	p21	0.309609	0.006502
14.4000	0.0579	0.0033	2.5513	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.008848	0.001311	p21 -- mTORC1_S6K1 -- Senescence	0.251929	0.006120	p21 -- mTORC1_S6K1	0.039413	0.002679	mTORC1_S6K1 -- AKT	0.233668	0.005982	p21 -- Senescence -- AKT	0.000415	0.000263	mTORC1_S6K1 -- Senescence	0.008662	0.001281	Senescence -- AKT	0.001014	0.000447	p21 -- Senescence	0.029601	0.002349	p21 -- mTORC1_S6K1 -- AKT	0.000807	0.000400	Senescence	0.004095	0.000886	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002968	0.000759	<nil>	0.046345	0.002926	p21 -- AKT	0.000793	0.000397	mTORC1_S6K1	0.054351	0.003171	AKT	0.008887	0.001300	p21	0.308204	0.006499
14.5000	0.0612	0.0034	2.5523	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.009561	0.001370	p21 -- mTORC1_S6K1 -- Senescence	0.251375	0.006118	AKT	0.008092	0.001242	p21	0.307842	0.006508	p21 -- Senescence -- AKT	0.000471	0.000292	mTORC1_S6K1 -- Senescence	0.008881	0.001312	Senescence -- AKT	0.001200	0.000490	p21 -- Senescence	0.028696	0.002313	p21 -- mTORC1_S6K1 -- AKT	0.000800	0.000400	Senescence	0.004281	0.000906	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002363	0.000670	<nil>	0.046564	0.002946	mTORC1_S6K1 -- AKT	0.234051	0.005984	p21 -- mTORC1_S6K1	0.041880	0.002781	mTORC1_S6K1	0.053194	0.003132	p21 -- AKT	0.000748	0.000369
14.6000	0.0618	0.0034	2.5462	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.009473	0.001361	p21 -- mTORC1_S6K1 -- Senescence	0.251715	0.006118	AKT	0.007285	0.001194	p21	0.307137	0.006495	p21 -- Senescence -- AKT	0.000400	0.000283	mTORC1_S6K1 -- Senescence	0.009603	0.001348	Senescence -- AKT	0.001129	0.000465	p21 -- Senescence	0.028512	0.002315	p21 -- mTORC1_S6K1 -- AKT	0.000633	0.000339	Senescence	0.003956	0.000883	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002411	0.000680	<nil>	0.046334	0.002932	mTORC1_S6K1 -- AKT	0.235239	0.005996	p21 -- mTORC1_S6K1	0.042059	0.002778	mTORC1_S6K1	0.053514	0.003148	p21 -- AKT	0.000600	0.000346
14.7000	0.0611	0.0034	2.5469	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.009666	0.001373	p21 -- mTORC1_S6K1 -- Senescence	0.252158	0.006120	AKT	0.007175	0.001177	p21	0.305488	0.006488	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002535	0.000705	p21 -- Senescence -- AKT	0.000309	0.000220	mTORC1_S6K1 -- Senescence	0.009734	0.001345	Senescence -- AKT	0.001064	0.000452	p21 -- Senescence	0.028211	0.002313	p21 -- mTORC1_S6K1 -- AKT	0.000400	0.000283	Senescence	0.003773	0.000857	<nil>	0.046580	0.002943	mTORC1_S6K1 -- AKT	0.235345	0.005994	p21 -- mTORC1_S6K1	0.042323	0.002781	mTORC1_S6K1	0.054611	0.003179	p21 -- AKT	0.000627	0.000347
14.8000	0.0585	0.0033	2.5430	1.0000	AKT	0.006962	0.001169	p21	0.303171	0.006468	mTORC1_S6K1	0.054458	0.003176	p21 -- AKT	0.000800	0.000400	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002388	0.000666	mTORC1_S6K1 -- Senescence	0.009243	0.001327	Senescence -- AKT	0.001113	0.000461	p21 -- Senescence	0.027792	0.002288	p21 -- mTORC1_S6K1 -- AKT	0.000462	0.000289	Senescence	0.003624	0.000836	mTORC1_S6K1 -- Senescence -- AKT	0.009947	0.001379	p21 -- mTORC1_S6K1 -- Senescence	0.253871	0.006137	<nil>	0.047461	0.002961	mTORC1_S6K1 -- AKT	0.236422	0.006004	p21 -- mTORC1_S6K1	0.042286	0.002784
14.9000	0.0595	0.0033	2.5393	1.0000	mTORC1_S6K1	0.054163	0.003157	p21 -- AKT	0.000800	0.000400	mTORC1_S6K1 -- Senescence -- AKT	0.009959	0.001389	p21 -- mTORC1_S6K1 -- Senescence	0.254546	0.006143	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002573	0.000698	mTORC1_S6K1 -- Senescence	0.009979	0.001390	Senescence -- AKT	0.000988	0.000439	p21 -- Senescence	0.026913	0.002246	p21 -- mTORC1_S6K1 -- AKT	0.000743	0.000375	Senescence	0.002836	0.000727	AKT	0.006084	0.001087	p21	0.301896	0.006461	<nil>	0.048509	0.002986	mTORC1_S6K1 -- AKT	0.237637	0.006015	p21 -- mTORC1_S6K1	0.042373	0.002784
15.0000	0.0596	0.0033	2.5362	1.0000	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002226	0.000633	mTORC1_S6K1	0.052687	0.003117	p21 -- AKT	0.000682	0.000356	mTORC1_S6K1 -- Senescence -- AKT	0.009858	0.001378	p21 -- mTORC1_S6K1 -- Senescence	0.255073	0.006140	p21 -- Senescence -- AKT	0.000049	0.000049	mTORC1_S6K1 -- Senescence	0.010263	0.001406	Senescence -- AKT	0.001000	0.000447	p21 -- Senescence	0.026871	0.002235	p21 -- mTORC1_S6K1 -- AKT	0.000891	0.000401	Senescence	0.002482	0.000695	AKT	0.006185	0.001100	p21	0.301382	0.006453	<nil>	0.047789	0.002972	mTORC1_S6K1 -- AKT	0.238556	0.006021	p21 -- mTORC1_S6K1	0.044005	0.002829
15.1000	0.0590	0.0033	2.5362	1.0000	AKT	0.006286	0.001104	p21	0.301404	0.006459	mTORC1_S6K1	0.053111	0.003131	p21 -- AKT	0.000600	0.000346	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002607	0.000709	p21 -- Senescence -- AKT	0.000200	0.000200	mTORC1_S6K1 -- Senescence	0.010376	0.001405	Senescence -- AKT	0.001000	0.000447	p21 -- Senescence	0.027203	0.002256	p21 -- mTORC1_S6K1 -- AKT	0.000957	0.000424	Senescence	0.002205	0.000663	<nil>	0.045003	0.002894	mTORC1_S6K1 -- AKT	0.239309	0.006027	p21 -- mTORC1_S6K1	0.044886	0.002865	mTORC1_S6K1 -- Senescence -- AKT	0.009697	0.001369	p21 -- mTORC1_S6K1 -- Senescence	0.255156	0.006143
15.2000	0.0566	0.0033	2.5394	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.009564	0.001369	p21 -- mTORC1_S6K1 -- Senescence	0.254359	0.006142	p21 -- mTORC1_S6K1	0.044446	0.002848	mTORC1_S6K1 -- AKT	0.240160	0.006036	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.003285	0.000797	p21 -- mTORC1_S6K1 -- AKT	0.001080	0.000450	Senescence	0.002200	0.000663	p21 -- AKT	0.000656	0.000349	mTORC1_S6K1	0.054154	0.003157	AKT	0.006061	0.001076	p21	0.301233	0.006460	<nil>	0.043594	0.002847	p21 -- Senescence -- AKT	0.000158	0.000158	mTORC1_S6K1 -- Senescence	0.010432	0.001411	p21 -- Senescence	0.027556	0.002284	Senescence -- AKT	0.001061	0.000441
15.3000	0.0551	0.0032	2.5364	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.009336	0.001334	p21 -- mTORC1_S6K1 -- Senescence	0.254905	0.006144	mTORC1_S6K1 -- Senescence	0.010566	0.001416	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.003613	0.000836	p21 -- mTORC1_S6K1 -- AKT	0.000621	0.000347	Senescence	0.002309	0.000638	p21 -- mTORC1_S6K1	0.043724	0.002827	mTORC1_S6K1 -- AKT	0.241831	0.006048	p21 -- AKT	0.000854	0.000404	mTORC1_S6K1	0.054373	0.003171	AKT	0.005738	0.001051	p21	0.299648	0.006448	<nil>	0.043646	0.002850	Senescence -- AKT	0.001161	0.000475	p21 -- Senescence	0.027674	0.002284
15.4000	0.0518	0.0031	2.5441	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.009171	0.001328	p21 -- mTORC1_S6K1 -- Senescence	0.255043	0.006138	p21 -- mTORC1_S6K1	0.043498	0.002814	mTORC1_S6K1 -- AKT	0.243488	0.006065	mTORC1_S6K1 -- Senescence	0.011182	0.001453	p21 -- Senescence -- AKT	0.000056	0.000056	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.003687	0.000826	p21 -- mTORC1_S6K1 -- AKT	0.000478	0.000278	Senescence	0.002977	0.000744	p21 -- AKT	0.000800	0.000400	mTORC1_S6K1	0.054263	0.003163	AKT	0.005751	0.001056	p21	0.296557	0.006430	<nil>	0.044052	0.002856	Senescence -- AKT	0.001200	0.000490	p21 -- Senescence	0.027797	0.002281
15.5000	0.0526	0.0031	2.5478	1.0000	mTORC1_S6K1 -- Senescence -- AKT	0.009761	0.001377	p21 -- mTORC1_S6K1 -- Senescence	0.255040	0.006140	Senescence -- AKT	0.001398	0.000528	p21 -- Senescence	0.026807	0.002240	<nil>	0.044805	0.002868	p21 -- mTORC1_S6K1 -- Senescence -- AKT	0.002777	0.000726	mTORC1_S6K1	0.055791	0.003199	p21 -- AKT	0.000486	0.000281	p21 -- mTORC1_S6K1 -- AKT	0.000521	0.000286	Senescence	0.003595	0.000833	p21 -- mTORC1_S6K1	0.042080	0.002778	mTORC1_S6K1 -- AKT	0.244171	0.006069	AKT	0.006006	0.001063	p21	0.294983	0.006419	p21 -- Senescence -- AKT	0.000200	0.000200	mTORC1_S6K1 -- Senescence	0.011578	0.001466
