Time	TH	ErrTH	H	Prob[p21--Senescence--AKT]	ErrProb[p21--Senescence--AKT]	Prob[Insulin--p21--mTORC1_S6K1--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--AKT]	Prob[mTORC1_S6K1]	ErrProb[mTORC1_S6K1]	Prob[Insulin--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--mTORC1_S6K1--Senescence--AKT]	Prob[Senescence--AKT]	ErrProb[Senescence--AKT]	Prob[Insulin--p21--AKT]	ErrProb[Insulin--p21--AKT]	Prob[Senescence]	ErrProb[Senescence]	Prob[Insulin--mTORC1_S6K1]	ErrProb[Insulin--mTORC1_S6K1]	Prob[AKT]	ErrProb[AKT]	Prob[Insulin--p21--mTORC1_S6K1]	ErrProb[Insulin--p21--mTORC1_S6K1]	Prob[Insulin--p21--mTORC1_S6K1--Senescence]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence]	Prob[p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[p21--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--p21]	ErrProb[Insulin--p21]	Prob[mTORC1_S6K1--Senescence--AKT]	ErrProb[mTORC1_S6K1--Senescence--AKT]	Prob[mTORC1_S6K1--Senescence]	ErrProb[mTORC1_S6K1--Senescence]	Prob[Insulin--p21--Senescence]	ErrProb[Insulin--p21--Senescence]	Prob[Insulin--mTORC1_S6K1--Senescence]	ErrProb[Insulin--mTORC1_S6K1--Senescence]	Prob[mTORC1_S6K1--AKT]	ErrProb[mTORC1_S6K1--AKT]	Prob[Insulin--mTORC1_S6K1--AKT]	ErrProb[Insulin--mTORC1_S6K1--AKT]	Prob[p21]	ErrProb[p21]	Prob[p21--mTORC1_S6K1]	ErrProb[p21--mTORC1_S6K1]	Prob[p21--mTORC1_S6K1--Senescence]	ErrProb[p21--mTORC1_S6K1--Senescence]	Prob[Insulin]	ErrProb[Insulin]	Prob[Insulin--Senescence]	ErrProb[Insulin--Senescence]	Prob[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--AKT]	ErrProb[Insulin--AKT]	Prob[p21--mTORC1_S6K1--AKT]	ErrProb[p21--mTORC1_S6K1--AKT]	Prob[Insulin--Senescence--AKT]	ErrProb[Insulin--Senescence--AKT]	Prob[p21--AKT]	ErrProb[p21--AKT]	Prob[Insulin--p21--Senescence--AKT]	ErrProb[Insulin--p21--Senescence--AKT]	Prob[p21--Senescence]	ErrProb[p21--Senescence]	Prob[<nil>]	ErrProb[<nil>]	
374.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
374.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
374.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
374.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
374.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
374.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
374.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
374.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
375.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
375.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
375.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
375.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
375.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
375.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
375.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
375.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
375.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
375.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381.0000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381.1000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381.2000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381.3000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381.4000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381.5000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381.6000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381.7000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381.8000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381.9000	0.0000	0.0000	0.6148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.848000	0.011359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
