Time	TH	ErrTH	H	Prob[Insulin--mTORC1_S6K1]	ErrProb[Insulin--mTORC1_S6K1]	Prob[p21--mTORC1_S6K1]	ErrProb[p21--mTORC1_S6K1]	Prob[p21--Senescence--AKT]	ErrProb[p21--Senescence--AKT]	Prob[Insulin--p21--mTORC1_S6K1--Senescence]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence]	Prob[Insulin--AKT]	ErrProb[Insulin--AKT]	Prob[Insulin--p21]	ErrProb[Insulin--p21]	Prob[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--Senescence--AKT]	Prob[p21--AKT]	ErrProb[p21--AKT]	Prob[p21--mTORC1_S6K1--Senescence--AKT]	ErrProb[p21--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--Senescence--AKT]	ErrProb[Insulin--Senescence--AKT]	Prob[mTORC1_S6K1--Senescence--AKT]	ErrProb[mTORC1_S6K1--Senescence--AKT]	Prob[mTORC1_S6K1--AKT]	ErrProb[mTORC1_S6K1--AKT]	Prob[Insulin--p21--Senescence--AKT]	ErrProb[Insulin--p21--Senescence--AKT]	Prob[p21]	ErrProb[p21]	Prob[Insulin--p21--mTORC1_S6K1--AKT]	ErrProb[Insulin--p21--mTORC1_S6K1--AKT]	Prob[AKT]	ErrProb[AKT]	Prob[p21--mTORC1_S6K1--Senescence]	ErrProb[p21--mTORC1_S6K1--Senescence]	Prob[Senescence]	ErrProb[Senescence]	Prob[<nil>]	ErrProb[<nil>]	Prob[Insulin--p21--Senescence]	ErrProb[Insulin--p21--Senescence]	Prob[Insulin--Senescence]	ErrProb[Insulin--Senescence]	Prob[Insulin--mTORC1_S6K1--AKT]	ErrProb[Insulin--mTORC1_S6K1--AKT]	Prob[mTORC1_S6K1]	ErrProb[mTORC1_S6K1]	Prob[p21--Senescence]	ErrProb[p21--Senescence]	Prob[p21--mTORC1_S6K1--AKT]	ErrProb[p21--mTORC1_S6K1--AKT]	Prob[Insulin--p21--AKT]	ErrProb[Insulin--p21--AKT]	Prob[mTORC1_S6K1--Senescence]	ErrProb[mTORC1_S6K1--Senescence]	Prob[Insulin--p21--mTORC1_S6K1]	ErrProb[Insulin--p21--mTORC1_S6K1]	Prob[Senescence--AKT]	ErrProb[Senescence--AKT]	Prob[Insulin]	ErrProb[Insulin]	Prob[Insulin--mTORC1_S6K1--Senescence--AKT]	ErrProb[Insulin--mTORC1_S6K1--Senescence--AKT]	Prob[Insulin--mTORC1_S6K1--Senescence]	ErrProb[Insulin--mTORC1_S6K1--Senescence]	
63.1000	0.0089	0.0013	1.0873	0.004151	0.000902	0	0	0	0	0.156438	0.005135	0.004017	0.000887	0.039122	0.002732	0.001200	0.000490	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002200	0.000663	0.000400	0.000283	0.779183	0.005866	0	0	0	0	0	0	0.000232	0.000203	0	0	0.006387	0.001100	0	0	0.005022	0.000983	0.001200	0.000490	0.000248	0.000206	
63.2000	0.0086	0.0013	1.0851	0.003862	0.000862	0	0	0	0	0.157006	0.005144	0.003986	0.000880	0.038513	0.002713	0.001039	0.000449	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002341	0.000677	0.000300	0.000224	0.779392	0.005863	0	0	0	0	0	0	0.000373	0.000264	0	0	0.005706	0.001037	0	0	0.005705	0.001049	0.001276	0.000489	0.000300	0.000224	
63.3000	0.0090	0.0013	1.0809	0.003555	0.000823	0	0	0	0	0.157277	0.005147	0.003870	0.000872	0.038255	0.002711	0.001000	0.000447	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002467	0.000695	0.000200	0.000200	0.779810	0.005859	0	0	0	0	0	0	0.000400	0.000283	0	0	0.005400	0.001028	0	0	0.006115	0.001089	0.001050	0.000450	0.000400	0.000283	
63.4000	0.0096	0.0014	1.0801	0.003645	0.000845	0	0	0	0	0.157326	0.005149	0.004105	0.000889	0.037920	0.002689	0.001000	0.000447	0	0	0	0	0.000057	0.000057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002288	0.000666	0.000200	0.000200	0.779800	0.005861	0	0	0	0	0	0	0.000267	0.000189	0	0	0.005530	0.001031	0	0	0.006462	0.001115	0.001000	0.000447	0.000400	0.000283	
63.5000	0.0102	0.0014	1.0740	0.003562	0.000839	0	0	0	0	0.157676	0.005152	0.004007	0.000877	0.038523	0.002712	0.001000	0.000447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001823	0.000593	0.000200	0.000200	0.779861	0.005858	0	0	0	0	0	0	0.000060	0.000060	0	0	0.005483	0.001027	0	0	0.006405	0.001113	0.001000	0.000447	0.000400	0.000283	
63.6000	0.0094	0.0014	1.0731	0.003559	0.000830	0	0	0	0	0.158274	0.005159	0.003899	0.000874	0.037758	0.002678	0.001024	0.000431	0	0	0	0	0.000139	0.000139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001732	0.000580	0.000025	0.000025	0.780000	0.005858	0	0	0	0	0	0	0.000200	0.000200	0	0	0.005113	0.000971	0	0	0.006761	0.001131	0.000941	0.000407	0.000575	0.000332	
63.7000	0.0089	0.0013	1.0789	0.004085	0.000897	0	0	0	0	0.157692	0.005150	0.004188	0.000912	0.037015	0.002665	0.001000	0.000447	0	0	0	0	0.000012	0.000012	0	0	0	0	0	0	0	0	0.000086	0.000086	0	0	0	0	0	0	0	0	0.002262	0.000647	0.000148	0.000148	0.780114	0.005857	0	0	0	0	0	0	0.000200	0.000200	0	0	0.005264	0.001003	0	0	0.006460	0.001121	0.000686	0.000357	0.000789	0.000395	
63.8000	0.0092	0.0013	1.0829	0.004233	0.000908	0	0	0	0	0.157126	0.005142	0.003853	0.000863	0.036587	0.002651	0.000742	0.000367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0.002899	0.000722	0.000200	0.000200	0.780265	0.005856	0	0	0	0	0	0	0.000200	0.000200	0	0	0.005508	0.001033	0	0	0.006530	0.001130	0.000989	0.000418	0.000669	0.000353	
63.9000	0.0085	0.0013	1.0805	0.004218	0.000902	0	0	0	0	0.156861	0.005136	0.003062	0.000766	0.036702	0.002652	0.000792	0.000396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000153	0.000153	0	0	0	0	0	0	0	0	0.003532	0.000811	0.000200	0.000200	0.780726	0.005850	0	0	0	0	0	0	0.000247	0.000205	0	0	0.004529	0.000915	0	0	0.007207	0.001183	0.001172	0.000479	0.000600	0.000346	
64.0000	0.0085	0.0013	1.0742	0.004285	0.000919	0	0	0	0	0.156549	0.005138	0.002858	0.000737	0.036853	0.002652	0.000631	0.000348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003559	0.000829	0.000002	0.000002	0.781401	0.005844	0	0	0	0	0	0	0.000324	0.000235	0	0	0.004285	0.000907	0	0	0.007469	0.001203	0.000986	0.000434	0.000798	0.000399	
64.1000	0.0080	0.0013	1.0744	0.004449	0.000931	0	0	0	0	0.156595	0.005139	0.002634	0.000721	0.035917	0.002618	0.000600	0.000346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000112	0.000112	0	0	0	0	0	0	0	0	0.003517	0.000825	0	0	0.781592	0.005843	0	0	0	0	0	0	0.000200	0.000200	0	0	0.004423	0.000913	0	0	0.008295	0.001267	0.001000	0.000447	0.000667	0.000353	
64.2000	0.0082	0.0013	1.0715	0.004717	0.000954	0	0	0	0	0.156868	0.005142	0.002564	0.000704	0.036414	0.002640	0.000431	0.000269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000290	0.000211	0	0	0	0	0	0	0	0	0.002904	0.000735	0	0	0.781572	0.005843	0	0	0	0	0	0	0.000200	0.000200	0	0	0.003779	0.000842	0	0	0.008491	0.001283	0.001169	0.000469	0.000600	0.000346	
64.3000	0.0081	0.0013	1.0710	0.005110	0.000991	0	0	0	0	0.157197	0.005143	0.002424	0.000692	0.036053	0.002624	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000554	0.000318	0	0	0	0	0	0	0	0	0.002740	0.000728	0	0	0.781628	0.005842	0	0	0	0	0	0	0.000294	0.000221	0	0	0.003355	0.000777	0	0	0.008353	0.001269	0.001570	0.000555	0.000521	0.000299	
64.4000	0.0079	0.0013	1.0749	0.005313	0.000990	0	0	0	0	0.157160	0.005145	0.002651	0.000716	0.035482	0.002606	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000600	0.000346	0	0	0	0	0	0	0	0	0.002513	0.000686	0	0	0.781458	0.005843	0	0	0	0	0	0	0.000400	0.000283	0	0	0.003837	0.000844	0	0	0.008328	0.001258	0.001457	0.000532	0.000600	0.000346	
64.5000	0.0076	0.0012	1.0724	0.005286	0.000998	0	0	0	0	0.157635	0.005152	0.002724	0.000722	0.035403	0.002608	0.000107	0.000107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000754	0.000379	0	0	0	0	0	0	0	0	0.002200	0.000663	0	0	0.781489	0.005842	0	0	0	0	0	0	0.000376	0.000267	0	0	0.003880	0.000856	0	0	0.008114	0.001246	0.001364	0.000503	0.000668	0.000353	
64.6000	0.0070	0.0012	1.0668	0.005695	0.001056	0	0	0	0	0.157507	0.005151	0.002600	0.000720	0.035903	0.002624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000913	0.000411	0	0	0	0	0	0	0	0	0.001941	0.000608	0	0	0.781945	0.005839	0	0	0	0	0	0	0.000113	0.000113	0	0	0.003690	0.000839	0	0	0.007591	0.001223	0.001302	0.000500	0.000800	0.000400	
64.7000	0.0078	0.0012	1.0649	0.005706	0.001056	0	0	0	0	0.157572	0.005151	0.002611	0.000708	0.035823	0.002621	0.000051	0.000051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000749	0.000377	0	0	0	0	0	0	0	0	0.002007	0.000632	0	0	0.782099	0.005838	0	0	0	0	0	0	0	0	0	0	0.004010	0.000860	0	0	0.007372	0.001200	0.001200	0.000490	0.000800	0.000400	
64.8000	0.0079	0.0013	1.0681	0.005888	0.001057	0	0	0	0	0.157527	0.005151	0.002600	0.000720	0.035181	0.002598	0.000260	0.000209	0	0	0	0	0.000196	0.000196	0	0	0	0	0	0	0	0	0.000540	0.000316	0	0	0	0	0	0	0	0	0.002226	0.000656	0	0	0.782133	0.005838	0	0	0	0	0	0	0	0	0	0	0.004393	0.000927	0	0	0.007324	0.001185	0.001004	0.000447	0.000728	0.000366	
64.9000	0.0073	0.0012	1.0657	0.006477	0.001123	0	0	0	0	0.157102	0.005144	0.002600	0.000720	0.035911	0.002622	0.000474	0.000288	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0.000214	0.000174	0	0	0	0	0	0	0	0	0.002397	0.000672	0	0	0.782354	0.005836	0	0	0	0	0	0	0	0	0	0	0.004344	0.000923	0	0	0.006427	0.001106	0.001106	0.000459	0.000394	0.000278	
65.0000	0.0066	0.0011	1.0603	0.006998	0.001167	0	0	0	0	0.157556	0.005151	0.002600	0.000720	0.036463	0.002641	0.000417	0.000283	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000183	0.000183	0	0	0.000092	0.000092	0	0	0	0	0	0	0	0	0.002302	0.000667	0	0	0.782473	0.005834	0	0	0	0	0	0	0	0	0	0	0.003520	0.000812	0	0	0.005796	0.001054	0.001200	0.000490	0.000200	0.000200	
65.1000	0.0060	0.0011	1.0538	0.006611	0.001130	0	0	0	0	0.158204	0.005158	0.002727	0.000730	0.035883	0.002621	0.000400	0.000283	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0.002177	0.000639	0	0	0.783037	0.005828	0	0	0	0	0	0	0	0	0	0	0.003191	0.000762	0	0	0.005971	0.001070	0.001200	0.000490	0.000200	0.000200	
65.2000	0.0069	0.0012	1.0597	0.006377	0.001121	0	0	0	0	0.157720	0.005152	0.002805	0.000747	0.035371	0.002605	0.000260	0.000209	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0	0	0.000087	0.000087	0	0	0	0	0	0	0	0	0.002799	0.000740	0	0	0.782981	0.005830	0	0	0	0	0	0	0	0	0	0	0.003260	0.000780	0	0	0.006278	0.001107	0.001340	0.000509	0.000322	0.000234	
65.3000	0.0064	0.0011	1.0627	0.005888	0.001055	0	0	0	0	0.157392	0.005149	0.002794	0.000746	0.035184	0.002600	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0.003107	0.000780	0	0	0.783070	0.005829	0	0	0	0	0	0	0	0	0	0	0.003837	0.000860	0	0	0.006128	0.001074	0.001400	0.000529	0.000400	0.000283	
65.4000	0.0063	0.0012	1.0654	0.005994	0.001077	0	0	0	0	0.157192	0.005144	0.002371	0.000676	0.034704	0.002586	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0.003407	0.000811	0	0	0.783200	0.005828	0	0	0	0	0	0	0.000191	0.000191	0	0	0.003833	0.000871	0	0	0.006380	0.001103	0.001400	0.000529	0.000528	0.000311	
65.5000	0.0068	0.0012	1.0681	0.005984	0.001082	0	0	0	0	0.156551	0.005138	0.002122	0.000638	0.034504	0.002572	0.000354	0.000252	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0.003711	0.000843	0	0	0.783377	0.005824	0	0	0	0	0	0	0.000200	0.000200	0	0	0.004190	0.000906	0	0	0.006649	0.001143	0.001228	0.000490	0.000533	0.000312	
65.6000	0.0066	0.0011	1.0614	0.006235	0.001104	0	0	0	0	0.156657	0.005137	0.002200	0.000663	0.035159	0.002598	0.000400	0.000283	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0.003527	0.000821	0	0	0.783832	0.005820	0	0	0	0	0	0	0.000200	0.000200	0	0	0.004035	0.000882	0	0	0.005900	0.001069	0.000856	0.000403	0.000400	0.000283	
65.7000	0.0074	0.0012	1.0584	0.006114	0.001082	0	0	0	0	0.156779	0.005141	0.002283	0.000668	0.035024	0.002589	0.000400	0.000283	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0	0	0.000270	0.000212	0	0	0	0	0	0	0	0	0.003644	0.000845	0	0	0.784211	0.005817	0	0	0	0	0	0	0.000130	0.000130	0	0	0.003991	0.000855	0	0	0.005585	0.001031	0.000767	0.000385	0.000400	0.000283	
65.8000	0.0086	0.0013	1.0562	0.006158	0.001096	0	0	0	0	0.156862	0.005143	0.002414	0.000692	0.034295	0.002555	0.000400	0.000283	0	0	0	0	0.000207	0.000200	0	0	0	0	0.000193	0.000193	0	0	0.000400	0.000283	0	0	0	0	0	0	0	0	0.003621	0.000847	0	0	0.784647	0.005813	0	0	0	0	0	0	0	0	0	0	0.004401	0.000908	0	0	0.005402	0.001013	0.000600	0.000346	0.000400	0.000283	
65.9000	0.0092	0.0014	1.0540	0.006057	0.001081	0	0	0	0	0.156826	0.005139	0.002381	0.000680	0.034520	0.002574	0.000400	0.000283	0	0	0	0	0.000400	0.000283	0	0	0	0	0	0	0	0	0.000400	0.000283	0	0	0	0	0	0	0	0	0.003692	0.000837	0	0	0.784771	0.005811	0	0	0	0	0	0	0	0	0	0	0.004546	0.000936	0	0	0.005148	0.000992	0.000600	0.000346	0.000258	0.000205	
66.0000	0.0095	0.0014	1.0521	0.006181	0.001093	0	0	0	0	0.156422	0.005134	0.001994	0.000630	0.034454	0.002566	0.000604	0.000317	0	0	0	0	0.000400	0.000283	0	0	0	0	0	0	0	0	0.000196	0.000138	0	0	0	0	0	0	0	0	0.003903	0.000859	0	0	0.785219	0.005807	0	0	0	0	0	0	0	0	0	0	0.004278	0.000892	0	0	0.005568	0.001030	0.000381	0.000249	0.000400	0.000283	
66.1000	0.0097	0.0014	1.0494	0.006123	0.001091	0	0	0	0	0.156806	0.005139	0.001835	0.000601	0.034095	0.002559	0.000615	0.000345	0	0	0	0	0.000400	0.000283	0	0	0	0	0.000004	0.000004	0	0	0	0	0	0	0	0	0	0	0	0	0.003638	0.000847	0.000190	0.000190	0.785413	0.005805	0	0	0	0	0	0	0	0	0	0	0.004296	0.000892	0	0	0.005805	0.001063	0.000381	0.000270	0.000400	0.000283	
66.2000	0.0097	0.0014	1.0485	0.006291	0.001107	0	0	0	0	0.156814	0.005140	0.001712	0.000571	0.033747	0.002540	0.000554	0.000322	0	0	0	0	0.000400	0.000283	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0	0	0	0	0.003515	0.000813	0.000079	0.000079	0.785693	0.005802	0	0	0	0	0	0	0	0	0	0	0.004329	0.000903	0	0	0.005869	0.001058	0.000400	0.000283	0.000400	0.000283	
66.3000	0.0086	0.0014	1.0481	0.006156	0.001085	0	0	0	0	0.156586	0.005136	0.001600	0.000565	0.034054	0.002557	0.000600	0.000346	0	0	0	0	0.000400	0.000283	0	0	0	0	0.000139	0.000139	0	0	0	0	0	0	0	0	0	0	0	0	0.003436	0.000809	0.000008	0.000008	0.785768	0.005802	0	0	0	0	0	0	0.000061	0.000061	0	0	0.004509	0.000917	0	0	0.005840	0.001064	0.000443	0.000286	0.000400	0.000283	
66.4000	0.0088	0.0013	1.0490	0.006506	0.001125	0	0	0	0	0.156958	0.005144	0.001600	0.000565	0.033984	0.002555	0.000600	0.000346	0	0	0	0	0.000400	0.000283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003364	0.000815	0.000200	0.000200	0.785600	0.005805	0	0	0	0	0	0	0.000200	0.000200	0	0	0.004332	0.000904	0	0	0.005255	0.001011	0.000600	0.000346	0.000400	0.000283	
66.5000	0.0086	0.0013	1.0464	0.006370	0.001117	0	0	0	0	0.156885	0.005143	0.001572	0.000545	0.034715	0.002576	0.000600	0.000346	0	0	0	0	0.000400	0.000283	0	0	0	0	0	0	0	0	0.000043	0.000043	0	0	0	0	0	0	0	0	0.002919	0.000739	0.000200	0.000200	0.785734	0.005802	0	0	0	0	0	0	0.000200	0.000200	0	0	0.004643	0.000946	0	0	0.004718	0.000947	0.000600	0.000346	0.000400	0.000283	
66.6000	0.0082	0.0013	1.0463	0.006488	0.001120	0	0	0	0	0.156775	0.005142	0.001736	0.000581	0.034294	0.002561	0.000584	0.000325	0	0	0	0	0.000400	0.000283	0	0	0	0	0	0	0	0	0.000019	0.000015	0	0	0	0	0	0	0	0	0.002641	0.000715	0.000200	0.000200	0.785980	0.005799	0	0	0	0	0	0	0.000200	0.000200	0	0	0.004715	0.000951	0	0	0.004926	0.000970	0.000641	0.000349	0.000400	0.000283	
66.7000	0.0083	0.0013	1.0493	0.006533	0.001134	0	0	0	0	0.156577	0.005138	0.001774	0.000591	0.034142	0.002558	0.000600	0.000346	0	0	0	0	0.000400	0.000283	0	0	0	0	0	0	0	0	0.000324	0.000219	0	0	0	0	0	0	0	0	0.002331	0.000669	0.000200	0.000200	0.786000	0.005801	0	0	0	0	0	0	0.000200	0.000200	0	0	0.004569	0.000937	0	0	0.005150	0.000986	0.000800	0.000400	0.000400	0.000283	
66.8000	0.0094	0.0014	1.0483	0.006211	0.001098	0	0	0	0	0.156471	0.005137	0.001600	0.000565	0.033833	0.002544	0.000871	0.000404	0	0	0	0	0.000329	0.000238	0	0	0	0	0	0	0	0	0.000653	0.000322	0	0	0	0	0	0	0	0	0.002416	0.000692	0.000123	0.000088	0.786422	0.005795	0	0	0	0	0	0	0.000200	0.000200	0	0	0.004748	0.000934	0	0	0.005087	0.000986	0.000635	0.000348	0.000400	0.000283	
66.9000	0.0089	0.0013	1.0487	0.006179	0.001101	0	0	0	0	0.156314	0.005132	0.001600	0.000565	0.033250	0.002527	0.000964	0.000432	0	0	0	0	0.000001	0.000001	0	0	0	0	0.000199	0.000199	0	0	0.000646	0.000349	0	0	0	0	0	0	0	0	0.002635	0.000714	0.000200	0.000200	0.786829	0.005791	0	0	0	0	0	0	0.000200	0.000200	0	0	0.004170	0.000886	0	0	0.005486	0.001033	0.000834	0.000401	0.000492	0.000297	
67.0000	0.0085	0.0013	1.0496	0.006156	0.001091	0	0	0	0	0.156137	0.005131	0.001615	0.000549	0.032962	0.002521	0.000977	0.000437	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000590	0.000329	0	0	0	0	0	0	0	0	0.002933	0.000746	0.000200	0.000200	0.787067	0.005787	0	0	0	0	0	0	0.000200	0.000200	0	0	0.003760	0.000841	0	0	0.005546	0.001047	0.001000	0.000447	0.000657	0.000351	
67.1000	0.0088	0.0013	1.0539	0.005875	0.001069	0	0	0	0	0.155647	0.005126	0.002042	0.000633	0.033435	0.002538	0.001089	0.000451	0	0	0	0	0.000016	0.000016	0	0	0	0	0.000254	0.000180	0	0	0.000600	0.000346	0	0	0	0	0	0	0	0	0.002628	0.000704	0.000200	0.000200	0.786885	0.005790	0	0	0	0	0	0	0.000274	0.000213	0	0	0.003893	0.000871	0	0	0.005367	0.001031	0.000958	0.000425	0.000837	0.000402	
67.2000	0.0082	0.0013	1.0513	0.005424	0.001019	0	0	0	0	0.155329	0.005120	0.002217	0.000663	0.033769	0.002543	0.001000	0.000447	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000107	0.000107	0	0	0.000725	0.000365	0	0	0	0	0	0	0	0	0.002423	0.000662	0.000200	0.000200	0.787457	0.005785	0	0	0	0	0	0	0.000476	0.000286	0	0	0.004046	0.000854	0	0	0.005025	0.000998	0.000600	0.000346	0.001000	0.000447	
67.3000	0.0073	0.0012	1.0469	0.004949	0.000971	0	0	0	0	0.155433	0.005121	0.002244	0.000664	0.033601	0.002532	0.001000	0.000447	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0.000640	0.000332	0	0	0	0	0	0	0	0	0.002425	0.000670	0.000200	0.000200	0.787853	0.005782	0	0	0	0	0	0	0.000400	0.000283	0	0	0.004342	0.000882	0	0	0.005259	0.001001	0.000600	0.000346	0.000853	0.000403	
67.4000	0.0075	0.0013	1.0459	0.004386	0.000910	0	0	0	0	0.155049	0.005117	0.001970	0.000613	0.033233	0.002530	0.001000	0.000447	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0.000795	0.000397	0	0	0	0	0	0	0	0	0.002539	0.000697	0.000200	0.000200	0.788320	0.005777	0	0	0	0	0	0	0.000400	0.000283	0	0	0.005333	0.001021	0	0	0.005358	0.001007	0.000600	0.000346	0.000617	0.000347	
67.5000	0.0072	0.0012	1.0450	0.004415	0.000924	0	0	0	0	0.155018	0.005116	0.001812	0.000600	0.032714	0.002509	0.000833	0.000401	0	0	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0.000897	0.000405	0	0	0	0	0	0	0	0	0.002600	0.000720	0.000200	0.000200	0.788677	0.005772	0	0	0	0	0	0	0.000400	0.000283	0	0	0.005326	0.001001	0	0	0.005541	0.001040	0.000767	0.000384	0.000600	0.000346	
67.6000	0.0065	0.0011	1.0436	0.004294	0.000896	0	0	0	0	0.155494	0.005121	0.002109	0.000638	0.032858	0.002514	0.000733	0.000347	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000193	0.000193	0	0	0.000603	0.000346	0	0	0	0	0	0	0	0	0.002561	0.000693	0.000200	0.000200	0.788632	0.005774	0	0	0	0	0	0	0.000400	0.000283	0	0	0.004692	0.000936	0	0	0.005441	0.001018	0.000990	0.000428	0.000600	0.000346	
67.7000	0.0060	0.0011	1.0435	0.004000	0.000893	0	0	0	0	0.155652	0.005123	0.002185	0.000658	0.032638	0.002509	0.000854	0.000383	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0	0	0.000756	0.000380	0	0	0	0	0	0	0	0	0.002800	0.000747	0.000200	0.000200	0.788671	0.005773	0	0	0	0	0	0	0.000215	0.000201	0	0	0.004165	0.000891	0	0	0.005736	0.001064	0.001129	0.000465	0.000600	0.000346	
67.8000	0.0060	0.0010	1.0418	0.004132	0.000885	0	0	0	0	0.155878	0.005127	0.002200	0.000663	0.032291	0.002492	0.001200	0.000490	0	0	0	0	0.000200	0.000200	0	0	0	0	0.000200	0.000200	0	0	0.000600	0.000346	0	0	0	0	0	0	0	0	0.002659	0.000720	0.000200	0.000200	0.788951	0.005771	0	0	0	0	0	0	0.000200	0.000200	0	0	0.003914	0.000845	0	0	0.005575	0.001039	0.001000	0.000447	0.000799	0.000399	
67.9000	0.0060	0.0011	1.0368	0.004166	0.000900	0	0	0	0	0.156250	0.005134	0.002220	0.000663	0.032237	0.002490	0.001390	0.000510	0	0	0	0	0.000180	0.000180	0	0	0	0	0.000200	0.000200	0	0	0.000473	0.000292	0	0	0	0	0	0	0	0	0.002664	0.000719	0.000200	0.000200	0.789267	0.005767	0	0	0	0	0	0	0.000200	0.000200	0	0	0.003739	0.000838	0	0	0.005322	0.001024	0.000861	0.000402	0.000633	0.000333	
68.0000	0.0062	0.0011	1.0341	0.004301	0.000920	0	0	0	0	0.155800	0.005129	0.002400	0.000692	0.032308	0.002496	0.001729	0.000579	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000263	0.000210	0	0	0	0	0	0	0	0	0.002518	0.000697	0.000200	0.000200	0.789578	0.005764	0	0	0	0	0	0	0.000200	0.000200	0	0	0.004273	0.000914	0	0	0.005200	0.001017	0.000630	0.000340	0.000400	0.000283	
68.1000	0.0069	0.0012	1.0311	0.004231	0.000898	0	0	0	0	0.155699	0.005125	0.002320	0.000673	0.032158	0.002486	0.001616	0.000552	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0.002710	0.000728	0.000018	0.000018	0.789860	0.005761	0	0	0	0	0	0	0.000200	0.000200	0	0	0.004325	0.000909	0	0	0.005530	0.001021	0.000659	0.000351	0.000274	0.000213	
68.2000	0.0075	0.0012	1.0322	0.003785	0.000851	0	0	0	0	0.155872	0.005125	0.002191	0.000649	0.031375	0.002457	0.001595	0.000564	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000305	0.000226	0	0	0	0	0	0	0	0	0.002771	0.000740	0	0	0.789950	0.005761	0	0	0	0	0	0	0.000200	0.000200	0	0	0.004437	0.000892	0	0	0.006190	0.001091	0.000805	0.000400	0.000324	0.000235	
68.3000	0.0073	0.0012	1.0309	0.003954	0.000876	0	0	0	0	0.156402	0.005137	0.002289	0.000657	0.031358	0.002462	0.001479	0.000535	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000321	0.000234	0	0	0	0	0	0	0	0	0.002572	0.000713	0	0	0.789810	0.005760	0	0	0	0	0	0	0.000200	0.000200	0	0	0.004037	0.000893	0	0	0.006076	0.001087	0.000901	0.000412	0.000400	0.000283	
68.4000	0.0072	0.0012	1.0292	0.004242	0.000900	0	0	0	0	0.156600	0.005140	0.002047	0.000612	0.031370	0.002458	0.001526	0.000544	0	0	0	0	0	0	0	0	0	0	0.000200	0.000200	0	0	0.000200	0.000200	0	0	0	0	0	0	0	0	0.002236	0.000664	0	0	0.789746	0.005762	0	0	0	0	0	0	0.000200	0.000200	0	0	0.004013	0.000868	0	0	0.006345	0.001109	0.000874	0.000407	0.000400	0.000283	
